cluster	org_name	org_node	org_lat	org_long	org_inc	hosp_name	hosp_node	hosp_lat	hosp_long	hosp_inc	hosp_bed	subject1	subject2	subject3	subject4	subject5	subject1_count	subject2_count	subject3_count	subject4_count	subject5_count	subject1_cost	subject2_cost	subject3_cost	subject4_cost	subject5_cost	FIPS	n1	n2	county
cluster_0_1_3_11_25_80_153_279_1164	'Harvard University'@en	Q13371	42.374443888889	-71.116943888889	1636.0	'Spaulding Hospital'@en	Q30270420	42.375748	-71.107052		657.8843930635838	'bioengineering'@en	'biotechnology'@en	'cartilage'@en	'condensed matter physics'@en	'nanomaterial'@en	11000.0	11000.0	11000.0	11000.0	11000.0	6777572560.0	6777572560.0	6777572560.0	6777572560.0	6777572560.0	1117.0	0.9546	0.589	Shelby County
cluster_0_0_0_3_12_20_131_236_1292	'Yale University'@en	Q49112	41.311111111111	-72.926666666667	1701.0	'Smilow Cancer Hospital'@en	Q50037095	41.304278	-72.935676	2009.0	657.8843930635838	'inflammation'@en	'Caenorhabditis elegans'@en	'transcriptome'@en	'inflammasome'@en	'macromolecule'@en	10710.0	10080.0	10080.0	8925.0	8820.0	3609094770.0	12457131336.0	12457131336.0	3007578975.0	10899989919.0	1119.0	0.4666	0.13	Sumter County
cluster_0_1_4_7_21_36_48_179_464	'Harvard University'@en	Q13371	42.374443888889	-71.116943888889	1636.0	'Spaulding Hospital'@en	Q30270420	42.375748	-71.107052		657.8843930635838	'smoking'@en	'cardiovascular disease'@en	'gene'@en	'lung disease'@en	'glycosylation'@en	10540.0	10230.0	10230.0	10230.0	9432.0	13445983400.0	13050513300.0	13050513300.0	13050513300.0	104063849628.0	1121.0	0.8121	0.361	Talladega County
cluster_0_0_0_8_10_30_83_272_1287	'Massachusetts Institute of Technology'@en	Q49108	42.35982	-71.09211	1861.0	'Massachusetts General Hospital'@en	Q126412	42.362805555556	-71.068630555556	1811.0	1034.0	'single cell transcriptomics'@en	'RNA sequencing'@en	'DNA methylation'@en	'cell line'@en	'leukemia'@en	10140.0	8788.0	5832.0	5508.0	5184.0	9795342000.0	8489296400.0	9056431152.0	8553296088.0	8050161024.0	1123.0	0.9169	0.736	Tallapoosa County
cluster_0_1_1_12_27_47_75_129_446	'Yale University'@en	Q49112	41.311111111111	-72.926666666667	1701.0	'Smilow Cancer Hospital'@en	Q50037095	41.304278	-72.935676	2009.0	657.8843930635838	'Caenorhabditis elegans'@en	'transcriptome'@en	'inflammasome'@en	'macromolecule'@en	'protein structure'@en	10080.0	10080.0	8925.0	8820.0	7560.0	12457131336.0	12457131336.0	3007578975.0	10899989919.0	9342848502.0	1125.0	0.9228	0.487	Tuscaloosa County
cluster_0_0_0_5_15_74_122_212_1516	'Northwestern University'@en	Q309350	42.054853	-87.673945	1851.0	'Evanston Hospital'@en	Q50573096	42.065558	-87.684345	1891.0	657.8843930635838	'refractive index'@en	'biomarker'@en	'colorectal cancer'@en	'statistics'@en	'coral bleaching'@en	9888.0	6180.0	6180.0	4944.0	3708.0	6395750816.0	3997344260.0	3997344260.0	3197875408.0	2398406556.0	1127.0	0.7725	0.306	Walker County
cluster_0_1_1_12_27_75_144_358_1672	'Harvard University'@en	Q13371	42.374443888889	-71.116943888889	1636.0	'Spaulding Hospital'@en	Q30270420	42.375748	-71.107052		657.8843930635838	'glycosylation'@en	'placebo'@en	'prevention of HIV/AIDS'@en	'virology'@en	'cell biology'@en	9432.0	9432.0	9432.0	9432.0	9408.0	104063849628.0	104063849628.0	104063849628.0	104063849628.0	12578589688.0	1129.0	0.3114	0.045	Washington County
cluster_0_0_0_8_10_15_24_63_116	'Harvard University'@en	Q13371	42.374443888889	-71.116943888889	1636.0	'Spaulding Hospital'@en	Q30270420	42.375748	-71.107052		657.8843930635838	'cell biology'@en	'biosensing technique'@en	'chitin'@en	'electrochemistry'@en	'cell line'@en	9408.0	8800.0	8800.0	8800.0	8736.0	12578589688.0	5422058048.0	5422058048.0	5422058048.0	11680118996.0	1131.0	0.4144	0.098	Wilcox County
cluster_0_1_1_12_27_47_75_119_450	'North Carolina State University'@en	Q1132346	35.787222222222	-78.670555555556	1887.0	'Dorothea Dix Hospital'@en	Q5298239	35.769	-78.6553		657.8843930635838	'collaboration'@en	'colorectal cancer'@en	'adenocarcinoma'@en	'autism'@en	'cell line'@en	9280.0	1740.0	1160.0	1160.0	1160.0	5978748160.0	1121015280.0	747343520.0	747343520.0	747343520.0	1133.0	0.6272	0.15	Winston County
cluster_0_1_1_12_27_47_75_119_450	'University of North Carolina at Chapel Hill'@en	Q192334	35.908611111111	-79.049166666667	1789.0	'Dorothea Dix Hospital'@en	Q5298239	35.769	-78.6553		657.8843930635838	'collaboration'@en	'DNA methylation'@en	'single-nucleotide polymorphism'@en	'workshop'@en	'patient'@en	9280.0	7668.0	7668.0	7668.0	5168.0	5978748160.0	10221888960.0	10221888960.0	10221888960.0	237464432.0	2013.0	 -   	0.066	Aleutians East Borough
cluster_0_1_1_12_27_47_75_119_450	'Vanderbilt University School of Medicine'@en	Q7914466	36.144	-86.801	1875.0	'Dorothea Dix Hospital'@en	Q5298239	35.769	-78.6553		657.8843930635838	'collaboration'@en	'colorectal cancer'@en	'colorectal cancer'@en	'adenocarcinoma'@en	'autism'@en	9280.0	2484.0	1740.0	1160.0	1160.0	5978748160.0		1121015280.0	747343520.0	747343520.0	2016.0	 -   	0.023	Aleutians West Census Area
cluster_0_0_0_3_3_5_5_5_115	'University of California, San Francisco'@en	Q1061104	37.763319444444	-122.45853888889	1873.0	'UCSF Medical Center'@en	Q7864122	37.7632	-122.458	1907.0	796.0	'Mycobacterium tuberculosis'@en	'Subventricular zone'@en	'ribozyme'@en	'neurogenesis'@en	'glycosylation'@en	9100.0	9020.0	6993.0	6765.0	6300.0	3578238170.0	5886339400.0	14508223254.0	4414754550.0	2477241810.0	2020.0	0.9969	0.753	Bethel Census Area
cluster_0_0_0_3_3_5_5_5_115	'Stanford University'@en	Q41506	37.4282293	-122.1688576	1891.0	'UCSF Medical Center'@en	Q7864122	37.7632	-122.458	1907.0	796.0	'Mycobacterium tuberculosis'@en	'glycosylation'@en	'retinoblastoma'@en	'cell biology'@en	'bioinformatics'@en	9100.0	6300.0	5658.0	5568.0	5096.0	3578238170.0	2477241810.0	2048934684.0	2728436808.0	4412470400.0	2050.0	 -   	0.05	Bristol Bay Borough
cluster_0_0_0_3_3_5_5_5_115	'University of California, Berkeley'@en	Q168756	37.87	-122.259	1868.0	'UCSF Medical Center'@en	Q7864122	37.7632	-122.458	1907.0	796.0	'Mycobacterium tuberculosis'@en	'ribozyme'@en	'glycosylation'@en	'schizophrenia'@en	'bioorthogonal chemistry'@en	9100.0	6993.0	6300.0	5292.0	4900.0	3578238170.0	14508223254.0	2477241810.0	5755816164.0	1926743630.0	2060.0	 -   	0.054	Denali Borough
cluster_0_0_0_8_14_59_89_320_1317	'University of California, San Francisco'@en	Q1061104	37.763319444444	-122.45853888889	1873.0	'UCSF Medical Center'@en	Q7864122	37.7632	-122.458	1907.0	796.0	'Subventricular zone'@en	'ribozyme'@en	'neurogenesis'@en	'glycosylation'@en	'bioinformatics'@en	9020.0	6993.0	6765.0	6300.0	5280.0	5886339400.0	14508223254.0	4414754550.0	2477241810.0	4503253920.0	2068.0	0.5536	0.133	Dillingham Census Area
cluster_0_0_0_3_12_20_131_236_1292	'Yale University'@en	Q49112	41.311111111111	-72.926666666667	1701.0	'Smilow Cancer Hospital'@en	Q50037095	41.304278	-72.935676	2009.0	657.8843930635838	'inflammasome'@en	'macromolecule'@en	'protein structure'@en	'ribozyme'@en	'transmembrane protein'@en	8925.0	8820.0	7560.0	6993.0	6324.0	3007578975.0	10899989919.0	9342848502.0	14508223254.0	4585051944.0	2070.0	 -   	0.052	Fairbanks North Star Borough
cluster_0_1_1_12_27_47_75_129_446	'Yale University'@en	Q49112	41.311111111111	-72.926666666667	1701.0	'Smilow Cancer Hospital'@en	Q50037095	41.304278	-72.935676	2009.0	657.8843930635838	'macromolecule'@en	'protein structure'@en	'ribozyme'@en	'transmembrane protein'@en	'bioinformatics'@en	8820.0	7560.0	6993.0	6324.0	6300.0	10899989919.0	9342848502.0	14508223254.0	4585051944.0	7785707085.0	2090.0	0.896	0.507	Haines Borough
cluster_0_1_3_11_25_80_153_279_1164	'Harvard University'@en	Q13371	42.374443888889	-71.116943888889	1636.0	'Spaulding Hospital'@en	Q30270420	42.375748	-71.107052		657.8843930635838	'biosensing technique'@en	'chitin'@en	'electrochemistry'@en	'cell line'@en	'biomarker'@en	8800.0	8800.0	8800.0	8736.0	8680.0	5422058048.0	5422058048.0	5422058048.0	11680118996.0	11073162800.0	2100.0	0.9186	0.089	Hoonah-Angoon Census Area
cluster_0_0_0_8_10_15_24_63_116	'Harvard University'@en	Q13371	42.374443888889	-71.116943888889	1636.0	'Spaulding Hospital'@en	Q30270420	42.375748	-71.107052		657.8843930635838	'cell line'@en	'biomarker'@en	'respiratory irritant'@en	'lung cancer'@en	'welding'@en	8736.0	8680.0	8680.0	8370.0	8370.0	11680118996.0	11073162800.0	11073162800.0	10677692700.0	10677692700.0	2105.0	0.25	0.203	Kenai Peninsula Borough
cluster_0_1_4_10_22_58_155_301_709	'Baylor College of Medicine'@en	Q2892284	29.7105	-95.3965	1900.0	'Baylor College of Medicine'@en	Q2892284	29.7105	-95.3965	1900.0	657.8843930635838	'Rett syndrome'@en	'cerebellum'@en	'Ataxin 1'@en	'autism'@en	'Purkinje cell'@en	8729.0	4816.0	4515.0	3311.0	2709.0	5826534188.0	3214639552.0	3013724580.0	2210064692.0	1808234748.0	2110.0	0.9927	0.571	Ketchikan Gateway Borough
cluster_0_1_4_7_21_36_48_179_464	'Harvard University'@en	Q13371	42.374443888889	-71.116943888889	1636.0	'Spaulding Hospital'@en	Q30270420	42.375748	-71.107052		657.8843930635838	'biomarker'@en	'respiratory irritant'@en	'lung cancer'@en	'welding'@en	'occupational dust exposure'@en	8680.0	8680.0	8370.0	8370.0	8060.0	11073162800.0	11073162800.0	10677692700.0	10677692700.0	10282222600.0	2122.0	0.975	0.365	Kodiak Island Borough
cluster_0_1_1_6_32_37_132_237_829	'University of Paris'@en	Q209842	48.8486	2.34333	1150.0	'Hôtel-Dieu de Paris'@en	Q1294736	48.85463889	2.34880556	1868.0	329.0	'Huntington disease'@en	'Huntington disease'@en	'Parkinson\'s disease'@en	'Parkinson\'s disease'@en	'Friedreich ataxia'@en	8424.0	8424.0	3510.0	3510.0	1404.0	10281542544.0	10281542544.0	4283976060.0	4283976060.0	1713590424.0	2130.0	0.9894	0.867	Lake and Peninsula Borough
cluster_0_1_1_12_33_54_111_289_1210	'University of California, San Diego'@en	Q622664	32.881	-117.238	1960.0	'Jacobs Medical Center'@en	Q38250501	32.877703	-117.226499	2016.0	364.0	'insulin'@en	'obesity'@en	'macrophage'@en	'circadian rhythm'@en	'inflammation'@en	7788.0	6372.0	5664.0	4956.0	4956.0	4391385768.0	3592951992.0	3193735104.0	2794518216.0	2794518216.0	2150.0	0.8591	0.389	Matanuska-Susitna Borough
cluster_0_0_0_0_0_9_12_344_1012	'Weill Cornell Medicine'@en	Q3567094	40.7645	-73.9541	1898.0	'New York Hospital'@en	Q7013596	40.76469	-73.95396	1771.0	657.8843930635838	'endothelium'@en	'chemotherapy'@en	'leukemia'@en	'antibody'@en	'lymphocyte'@en	7776.0	3888.0	3888.0	791.0	452.0	5880219336.0	2940109668.0	2940109668.0	651013566.0	372007752.0	2164.0	 -   	0.161	Nome Census Area
cluster_0_0_2_2_11_35_47_77_406	'University of North Carolina at Chapel Hill'@en	Q192334	35.908611111111	-79.049166666667	1789.0	'University of North Carolina Hospitals'@en	Q30288421	35.90515	-79.050011	1989.0	657.8843930635838	'DNA methylation'@en	'single-nucleotide polymorphism'@en	'workshop'@en	'patient'@en	'Protein-altering variants associated with body mass index implicate pathways that control energy intake and expenditure in obesity.'@en	7668.0	7668.0	7668.0	5168.0	5112.0	10221888960.0	10221888960.0	10221888960.0	237464432.0	6814592640.0	2170.0	0.9389	0.481	North Slope Borough
cluster_0_0_2_2_11_1_15_20_110	'University of Manchester'@en	Q230899	53.465555555556	-2.2336111111111	2004.0	'Manchester Academic Health Science Centre'@en	Q6747256	53.468	-2.233	2008.0	657.8843930635838	'colorectal cancer'@en	'susceptibility locus'@en	'genome-wide association study'@en	'biomarker'@en	'breast cancer'@en	7632.0	6678.0	5724.0	3816.0	3816.0	4253813136.0	3722086494.0	3190359852.0	2126906568.0	2126906568.0	2180.0	0.3515	0.038	Northwest Arctic Borough
cluster_0_0_2_2_11_1_15_20_110	'Vanderbilt University'@en	Q29052	36.148649	-86.804972	1873.0	'Manchester Academic Health Science Centre'@en	Q6747256	53.468	-2.233	2008.0	657.8843930635838	'colorectal cancer'@en	'NF-κB'@en	'susceptibility locus'@en	'genome-wide association study'@en	'phosphorylation'@en	7632.0	7245.0	6678.0	5724.0	5520.0	4253813136.0	1836266859.0	3722086494.0	3190359852.0	3844910890.0	2185.0	0.0061	0.051	Petersburg Census Area
cluster_0_0_0_8_10_30_83_272_1287	'Broad Institute'@en	Q4971893	42.3679	-71.087		'Massachusetts General Hospital'@en	Q126412	42.362805555556	-71.068630555556	1811.0	1034.0	'single cell transcriptomics'@en	'RNA sequencing'@en	'visualization'@en	'malaria'@en	'medulloblastoma'@en	7605.0	6591.0	3600.0	3000.0	2400.0	7346506500.0	6366972300.0	2567820444.0	2139850370.0	1711880296.0	2188.0	0.0081	0.039	Prince of Wales-Hyder Census Area
cluster_0_1_4_7_21_36_48_78_451	'University of Pittsburgh'@en	Q235034	40.444565	-79.953274	1787.0	'Center for Emergency Medicine of Western Pennsylvania'@en	Q5059612	40.4392	-79.9589		657.8843930635838	'manufacturing'@en	'traumatic brain injury'@en	'cell biology'@en	'mitochondrion'@en	'protein'@en	7296.0	7296.0	3876.0	3420.0	2280.0	3488999296.0	3488999296.0	1853530876.0	1635468420.0	1090312280.0	2195.0	0.7971	0.716	Southeast Fairbanks Census Area
cluster_0_0_0_0_0_0_39_106_193	'Vanderbilt University'@en	Q29052	36.148649	-86.804972	1873.0	'Children’s Hospital at TriStar Centennial'@en	Q50037130	36.153508	-86.807237		657.8843930635838	'NF-κB'@en	'susceptibility locus'@en	'genome-wide association study'@en	'phosphorylation'@en	'Adenoviridae'@en	7245.0	6678.0	5724.0	5520.0	4968.0	1836266859.0	3722086494.0	3190359852.0	3844910890.0	3460419801.0	2198.0	0.0282	0.04	Valdez-Cordova Census Area
cluster_0_0_0_3_12_19_26_39_990	'University of California, Berkeley'@en	Q168756	37.87	-122.259	1868.0	'UCSF Medical Center'@en	Q7864122	37.7632	-122.458	1907.0	796.0	'ribozyme'@en	'glycosylation'@en	'schizophrenia'@en	'bioorthogonal chemistry'@en	'RNA analysis'@en	6993.0	6300.0	5292.0	4900.0	4584.0	14508223254.0	2477241810.0	5755816164.0	1926743630.0	36421584096.0	2220.0	0.9772	0.681	Kusilvak Census Area
cluster_0_0_0_3_12_19_26_39_990	'Yale University'@en	Q49112	41.311111111111	-72.926666666667	1701.0	'UCSF Medical Center'@en	Q7864122	37.7632	-122.458	1907.0	796.0	'ribozyme'@en	'transmembrane protein'@en	'bioinformatics'@en	'ontology'@en	'transmembrane protein'@en	6993.0	6324.0	6300.0	6300.0	6300.0	14508223254.0	4585051944.0	7785707085.0	7785707085.0	7785707085.0	2230.0	0.967	0.22	Kusilvak Census Area
cluster_0_0_0_3_12_19_26_39_990	'University of California, San Francisco'@en	Q1061104	37.763319444444	-122.45853888889	1873.0	'UCSF Medical Center'@en	Q7864122	37.7632	-122.458	1907.0	796.0	'ribozyme'@en	'neurogenesis'@en	'glycosylation'@en	'bioinformatics'@en	'olfactory bulb'@en	6993.0	6765.0	6300.0	5280.0	4961.0	14508223254.0	4414754550.0	2477241810.0	4503253920.0	3237486670.0	2240.0	0.5191	0.213	Wrangell City and Borough
cluster_0_0_0_8_14_59_89_320_1317	'University of California, San Francisco'@en	Q1061104	37.763319444444	-122.45853888889	1873.0	'UCSF Medical Center'@en	Q7864122	37.7632	-122.458	1907.0	796.0	'neurogenesis'@en	'glycosylation'@en	'bioinformatics'@en	'olfactory bulb'@en	'bioorthogonal chemistry'@en	6765.0	6300.0	5280.0	4961.0	4900.0	4414754550.0	2477241810.0	4503253920.0	3237486670.0	1926743630.0	2261.0	0.8438	0.432	Yukon-Koyukuk Census Area
cluster_0_0_2_2_11_1_15_20_110	'Vanderbilt University'@en	Q29052	36.148649	-86.804972	1873.0	'Manchester Academic Health Science Centre'@en	Q6747256	53.468	-2.233	2008.0	657.8843930635838	'susceptibility locus'@en	'genome-wide association study'@en	'phosphorylation'@en	'Adenoviridae'@en	'gene therapy'@en	6678.0	5724.0	5520.0	4968.0	4968.0	3722086494.0	3190359852.0	3844910890.0	3460419801.0	3460419801.0	2158.0	 -   	0.088	Apache County
cluster_0_1_3_11_25_80_153_279_1164	'Harvard University'@en	Q13371	42.374443888889	-71.116943888889	1636.0	'Spaulding Hospital'@en	Q30270420	42.375748	-71.107052		657.8843930635838	'Ebola virus'@en	'biomaterial'@en	'biomedical engineering'@en	'biophysics'@en	'drug screening'@en	6600.0	6600.0	6600.0	6600.0	6600.0	4066543536.0	4066543536.0	4066543536.0	4066543536.0	4066543536.0	2275.0	0.8961	0.448	Cochise County
cluster_0_1_4_7_21_36_48_179_464	'Harvard University'@en	Q13371	42.374443888889	-71.116943888889	1636.0	'Spaulding Hospital'@en	Q30270420	42.375748	-71.107052		657.8843930635838	'endotoxins'@en	'manganese'@en	'COVID-19'@en	'HIV/AIDS'@en	'RNA virus infectious disease'@en	6510.0	6510.0	6288.0	6288.0	6288.0	8304872100.0	8304872100.0	69375899752.0	69375899752.0	69375899752.0	2282.0	 -   	0.024	Coconino County
cluster_0_0_0_5_15_74_118_350_898	'University of North Carolina at Greensboro'@en	Q1321380	36.0695	-79.8114	1891.0	'Moses Cone Behavioral Health Center'@en	Q6915746	36.0828	-79.8225		657.8843930635838	'drug discovery'@en	'fresh water'@en	'cytotoxicity'@en	'molecular medicine'@en	'Hydrastis canadensis'@en	6363.0	6363.0	4545.0	3636.0	2727.0	2638196505.0	2638196505.0	1884426075.0	1507540860.0	1130655645.0	2290.0	0.013	0.139	Gila County
cluster_0_0_0_5_15_74_118_350_898	'RTI International'@en	Q7277844	35.902764	-78.866183	1958.0	'Moses Cone Behavioral Health Center'@en	Q6915746	36.0828	-79.8225		657.8843930635838	'drug discovery'@en	'fresh water'@en	'cytotoxicity'@en	'molecular medicine'@en	'Hydrastis canadensis'@en	6363.0	6363.0	4545.0	3636.0	2727.0	2638196505.0	2638196505.0	1884426075.0	1507540860.0	1130655645.0	4001.0	0.2304	0.074	Graham County
cluster_0_0_0_5_34_82_165_315_1172	'Yale University'@en	Q49112	41.311111111111	-72.926666666667	1701.0	'Smilow Cancer Hospital'@en	Q50037095	41.304278	-72.935676	2009.0	657.8843930635838	'transmembrane protein'@en	'bioinformatics'@en	'ontology'@en	'transmembrane protein'@en	'visualization'@en	6324.0	6300.0	6300.0	6300.0	6300.0	4585051944.0	7785707085.0	7785707085.0	7785707085.0	7785707085.0	4003.0	0.7636	0.565	Greenlee County
cluster_0_1_1_12_27_47_75_129_446	'Yale University'@en	Q49112	41.311111111111	-72.926666666667	1701.0	'Smilow Cancer Hospital'@en	Q50037095	41.304278	-72.935676	2009.0	657.8843930635838	'bioinformatics'@en	'ontology'@en	'transmembrane protein'@en	'visualization'@en	'apoptotic process'@en	6300.0	6300.0	6300.0	6300.0	5355.0	7785707085.0	7785707085.0	7785707085.0	7785707085.0	1804547385.0	4005.0	0.6975	0.407	La Paz County
cluster_0_0_0_3_3_5_5_5_115	'University of California, San Francisco'@en	Q1061104	37.763319444444	-122.45853888889	1873.0	'UCSF Medical Center'@en	Q7864122	37.7632	-122.458	1907.0	796.0	'glycosylation'@en	'bioinformatics'@en	'olfactory bulb'@en	'bioorthogonal chemistry'@en	'glycocalyx'@en	6300.0	5280.0	4961.0	4900.0	3850.0	2477241810.0	4503253920.0	3237486670.0	1926743630.0	1513869995.0	4007.0	0.7391	0.463	Maricopa County
cluster_0_0_0_3_3_5_5_5_115	'University of California, Berkeley'@en	Q168756	37.87	-122.259	1868.0	'UCSF Medical Center'@en	Q7864122	37.7632	-122.458	1907.0	796.0	'glycosylation'@en	'schizophrenia'@en	'bioorthogonal chemistry'@en	'RNA analysis'@en	'glycocalyx'@en	6300.0	5292.0	4900.0	4584.0	3850.0	2477241810.0	5755816164.0	1926743630.0	36421584096.0	1513869995.0	4009.0	0.7606	0.535	Mohave County
cluster_0_1_1_12_27_75_144_358_1672	'Harvard University'@en	Q13371	42.374443888889	-71.116943888889	1636.0	'Spaulding Hospital'@en	Q30270420	42.375748	-71.107052		657.8843930635838	'COVID-19'@en	'HIV/AIDS'@en	'RNA virus infectious disease'@en	'Retroviridae infectious disease'@en	'anti-retroviral agent'@en	6288.0	6288.0	6288.0	6288.0	6288.0	69375899752.0	69375899752.0	69375899752.0	69375899752.0	69375899752.0	4011.0	0.5281	0.253	Navajo County
cluster_0_0_0_5_30_62_95_177_1220	'Perelman School of Medicine at the University of Pennsylvania'@en	Q4120165	39.9497	-75.1949	1765.0	'Hospital of the University of Pennsylvania'@en	Q5908783	39.95	-75.1936	1874.0	776.0	'HIV'@en	'microbiome'@en	'gene therapy'@en	'leukemia'@en	'lung transplant'@en	6270.0	5130.0	3420.0	2280.0	1710.0	3820639306.0	3125977614.0	2083985076.0	1389323384.0	1041992538.0	4012.0	0.4485	0.344	Pima County
cluster_0_1_1_6_32_73_114_215_982	'Max Planck Institute for Molecular Plant Physiology'@en	Q910825	52.415556	12.968889	1994.0	'Sutter Davis Hospital'@en	Q50037038	38.563051	-121.771343	1994.0	657.8843930635838	'metabolomics'@en	'metabolomics'@en	'biomarker'@en	'biomarker'@en	'Chlamydomonas reinhardtii'@en	6216.0	6216.0	1110.0	1110.0	666.0	3729059208.0	3729059208.0	665903430.0	665903430.0	399542058.0	4013.0	0.9933	0.774	Pinal County
