id	node1	label	node2	node2;coor	node2;label
	cluster_0_0_3_5_28_12_2311	member	QNIHPER6676500	@47.65416666666667/-122.30805555555555	'University of Washington'@en
	cluster_0_0_3_5_28_12_2311	member	QNIHPER6182958	@35.787222222222/-78.670555555556	'North Carolina State University'@en
	cluster_0_0_2_3_24_124_1918	member	QNIHPER1889093	@42.276944444444/-83.738055555556	'University of Michigan'@en
	cluster_0_0_2_3_24_124_493	member	QNIHPER1919274	@42.276944444444/-83.738055555556	'University of Michigan'@en
	cluster_0_0_3_5_15_45_714	member	QNIHPER1889210	@40.691111/-73.963889	'Pratt Institute'@en
	cluster_0_0_3_5_15_45_1868	member	QNIHPER1893994	@37.4282293/-122.1688576	'Stanford University'@en
	cluster_0_0_3_5_15_45_1868	member	QNIHPER1922998	@37.763319444444/-122.45853888889	'University of California, San Francisco'@en
	cluster_0_0_2_3_23_51_640	member	QNIHPER1889374	@42.3366/-71.1094	'Beth Israel Deaconess Medical Center'@en
	cluster_0_0_2_3_23_51_640	member	QNIHPER9291850	@42.3679/-71.087	'Broad Institute'@en
	cluster_0_0_3_5_15_45_714	member	QNIHPER1889454	@37.4282293/-122.1688576	'Stanford University'@en
	cluster_0_0_3_5_15_45_1868	member	QNIHPER1923871	@34.07222222222222/-118.44416666666666	'University of California, Los Angeles'@en
	cluster_0_0_3_5_28_12_97	member	QNIHPER6081321	@41.826167/-71.40325	'Brown University'@en
	cluster_0_0_3_6_21_33_1654	member	QNIHPER1890460	@47.6277525/-122.33067301841714	'Fred Hutchinson Cancer Research Center'@en
	cluster_0_0_3_6_21_33_1654	member	QNIHPER8541810	@42.276944444444/-83.738055555556	'University of Michigan'@en
	cluster_0_0_3_6_21_33_1654	member	QNIHPER8900222	@42.34/-71.08833333333334	'Northeastern University'@en
	cluster_0_0_3_6_7_13_53	member	QNIHPER1890742	@39.32888888888889/-76.62055555555555	'Johns Hopkins University'@en
	cluster_0_0_2_2_14_146_961	member	QNIHPER1890950	@29.935344/-90.122687	'Tulane University'@en
	cluster_0_0_2_2_14_146_1794	member	QNIHPER8500922	@39.048053/-77.1205794	'National Institute on Alcohol Abuse and Alcoholism'@en
	cluster_0_0_3_5_28_54_1130	member	QNIHPER1890980	@37.763319444444/-122.45853888889	'University of California, San Francisco'@en
	cluster_0_0_3_5_28_54_1130	member	QNIHPER6710941	@37.763319444444/-122.45853888889	'University of California, San Francisco'@en
	cluster_0_0_2_2_14_146_2208	member	QNIHPER1891054	@39.32888888888889/-76.62055555555555	'Johns Hopkins University'@en
	cluster_0_0_2_2_14_146_2208	member	QNIHPER1921336	@36.001111111111/-78.938888888889	'Duke University'@en
	cluster_0_0_2_2_9_125_787	member	QNIHPER1891064	@42.3496/-71.0997	'Boston University'@en
	cluster_0_0_2_2_9_125_787	member	QNIHPER1920651	@34.1375/-118.125	'California Institute of Technology'@en
	cluster_0_0_2_3_24_142_1879	member	QNIHPER1891065	@36.001111111111/-78.938888888889	'Duke University'@en
	cluster_0_0_2_3_24_142_1879	member	QNIHPER7063991	@36.001111111111/-78.938888888889	'Duke University'@en
	cluster_0_0_3_5_15_50_2276	member	QNIHPER1891279	@42.35982/-71.09211	'Massachusetts Institute of Technology'@en
	cluster_0_0_3_5_15_50_2276	member	QNIHPER1898515	@40.444565/-79.953274	'University of Pittsburgh'@en
	cluster_0_0_2_3_23_51_437	member	QNIHPER1891302	@34.1375/-118.125	'California Institute of Technology'@en
	cluster_0_0_2_3_23_51_437	member	QNIHPER1899502	@42.374443888889/-71.116943888889	'Harvard University'@en
	cluster_0_0_2_3_23_51_437	member	QNIHPER6777528	@34.07222222222222/-118.44416666666666	'University of California, Los Angeles'@en
	cluster_0_0_2_3_23_51_437	member	QNIHPER6949910	@44.975277777778/-93.234166666667	'University of Minnesota'@en
	cluster_0_0_2_3_22_129_65	member	QNIHPER1891347	@39.953885/-75.193048	'University of Pennsylvania'@en
	cluster_0_0_2_2_14_112_322	member	QNIHPER1891493	@32.881/-117.238	'University of California, San Diego'@en
	cluster_0_0_2_2_14_112_322	member	QNIHPER1939877	@42.362805555556/-71.068630555556	'Massachusetts General Hospital'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER1891660	@40.444565/-79.953274	'University of Pittsburgh'@en
	cluster_0_0_3_6_21_77_1397	member	QNIHPER6786880	@40.7645/-73.9541	'Weill Cornell Medicine'@en
	cluster_0_0_2_3_24_128_2353	member	QNIHPER1891871	@40.8075/-73.961944444444	'Columbia University'@en
	cluster_0_0_2_3_24_128_2353	member	QNIHPER8156748	@40.9097/-73.1158	'Stony Brook University Hospital'@en
	cluster_0_0_2_3_23_85_782	member	QNIHPER1892253	@32.812096/-96.84016	'University of Texas Southwestern Medical Center'@en
	cluster_0_0_2_3_23_85_782	member	QNIHPER8773808	@32.812096/-96.84016	'University of Texas Southwestern Medical Center'@en
	cluster_0_0_2_3_23_85_782	member	QNIHPER8662001	@40.7655/-73.9543	'The Rogosin Institute'@en
	cluster_0_0_2_3_23_85_782	member	QNIHPER8236080	@39.7743/-86.1764	'Indiana University – Purdue University Indianapolis'@en
	cluster_0_0_3_5_30_39_305	member	QNIHPER1892329	@39.32888888888889/-76.62055555555555	'Johns Hopkins University'@en
	cluster_0_0_3_5_30_39_305	member	QNIHPER1931284	@39.948/-75.194	'Children\'s Hospital of Philadelphia'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER1893036	@41.871889/-87.64925	'University of Illinois at Chicago'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER9294994	@41.871889/-87.64925	'University of Illinois at Chicago'@en
	cluster_0_0_3_5_30_15_1005	member	QNIHPER1893083	@38.1339/-122.57	'Buck Institute for Research on Aging'@en
	cluster_0_0_3_5_30_15_1005	member	QNIHPER2276926	@37.4282293/-122.1688576	'Stanford University'@en
	cluster_0_0_3_6_21_33_2232	member	QNIHPER1893249	@38.927602/-77.015419	'Children\'s National Hospital'@en
	cluster_0_0_3_6_21_33_2232	member	QNIHPER9218771	@38.927602/-77.015419	'Children\'s National Hospital'@en
	cluster_0_0_3_5_28_12_2311	member	QNIHPER1893336	@37.763319444444/-122.45853888889	'University of California, San Francisco'@en
	cluster_0_0_2_2_9_125_1126	member	QNIHPER1893422	@40.006666666667/-105.26722222222	'University of Colorado Boulder'@en
	cluster_0_0_2_2_9_125_1126	member	QNIHPER6773085	@40.006666666667/-105.26722222222	'University of Colorado Boulder'@en
	cluster_0_0_2_2_9_125_1126	member	QNIHPER8182016	@40.006666666667/-105.26722222222	'University of Colorado Boulder'@en
	cluster_0_0_3_6_11_35_169	member	QNIHPER1893676	@33.791111111111/-84.323333333333	'Emory University'@en
	cluster_0_0_3_6_11_35_169	member	QNIHPER6245092	@43.662917/-79.395746	'University of Toronto'@en
	cluster_0_0_3_6_11_35_1298	member	QNIHPER7619895	@51.755/-1.255	'University of Oxford'@en
	cluster_0_0_2_2_9_125_1126	member	QNIHPER1893697	@34.1375/-118.125	'California Institute of Technology'@en
	cluster_0_0_2_2_9_125_1126	member	QNIHPER2436366	@32.881/-117.238	'University of California, San Diego'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER1893710	@42.35982/-71.09211	'Massachusetts Institute of Technology'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER2118679	@42.35982/-71.09211	'Massachusetts Institute of Technology'@en
	cluster_0_0_3_6_7_2_1975	member	QNIHPER1893877	@40.444565/-79.953274	'University of Pittsburgh'@en
	cluster_0_0_3_6_7_2_1905	member	QNIHPER1898939	@40.444565/-79.953274	'University of Pittsburgh'@en
	cluster_0_0_2_3_23_60_1657	member	QNIHPER1893922	@30.610369/-96.344056	'Texas A&M University'@en
	cluster_0_0_2_3_23_60_79	member	QNIHPER8499129	@32.896092/-117.242457	'Scripps Research'@en
	cluster_0_0_3_6_7_2_2378	member	QNIHPER8364156	@39.545833333333/-119.81666666667	'University of Nevada, Reno'@en
	cluster_0_0_3_5_28_70_2087	member	QNIHPER1893964	@39.545833333333/-119.81666666667	'University of Nevada, Reno'@en
	cluster_0_0_3_5_28_70_2087	member	QNIHPER2092268	@41.661666666667/-91.536388888889	'University of Iowa'@en
	cluster_0_0_2_3_23_60_1657	member	QNIHPER1894037	@37.763319444444/-122.45853888889	'University of California, San Francisco'@en
	cluster_0_0_2_3_23_60_79	member	QNIHPER1940040	@37.7632/-122.458	'UCSF Medical Center'@en
	cluster_0_0_2_2_14_112_649	member	QNIHPER1894053	@41.789722222222/-87.599722222222	'University of Chicago'@en
	cluster_0_0_2_2_14_112_649	member	QNIHPER7821138	@41.789722222222/-87.599722222222	'University of Chicago'@en
	cluster_0_0_2_3_24_124_1918	member	QNIHPER1894351	@39.2989/-76.5942	'Johns Hopkins School of Medicine'@en
	cluster_0_0_2_3_24_124_493	member	QNIHPER9237820	@33.64535/-117.84264166667	'University of California, Irvine'@en
	cluster_0_0_2_2_9_125_787	member	QNIHPER1894463	@29.64833/-82.34944	'University of Florida'@en
	cluster_0_0_2_2_9_125_787	member	QNIHPER1910919	@42.3937/-71.1911	'McLean Hospital'@en
	cluster_0_0_3_5_30_39_305	member	QNIHPER1894903	@37.763319444444/-122.45853888889	'University of California, San Francisco'@en
	cluster_0_0_3_5_30_39_305	member	QNIHPER2097542	@37.763319444444/-122.45853888889	'University of California, San Francisco'@en
	cluster_0_0_2_2_14_112_322	member	QNIHPER1894983	@33.64535/-117.84264166667	'University of California, Irvine'@en
	cluster_0_0_2_2_14_112_322	member	QNIHPER1967238	@33.64535/-117.84264166667	'University of California, Irvine'@en
	cluster_0_0_2_2_9_145_1311	member	QNIHPER1895062	@36.001111111111/-78.938888888889	'Duke University'@en
	cluster_0_0_2_2_9_145_1311	member	QNIHPER1960813	@36.001111111111/-78.938888888889	'Duke University'@en
	cluster_0_0_2_3_24_103_2290	member	QNIHPER1895176	@33.4807/-112.079	'Barrow Neurological Institute'@en
	cluster_0_0_2_3_24_103_1216	member	QNIHPER7939820	@51.5245592/-0.1340401	'University College London'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER1895445	@42.2768/-71.7624	'University of Massachusetts Medical School'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER1928401	@42.2768/-71.7624	'University of Massachusetts Medical School'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER1895462	@37.4282293/-122.1688576	'Stanford University'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER8136365	@37.4282293/-122.1688576	'Stanford University'@en
	cluster_0_0_3_6_21_33_2232	member	QNIHPER1895486	@33.5/-86.8075	'University of Alabama at Birmingham'@en
	cluster_0_0_3_6_21_33_2232	member	QNIHPER8341426	@33.5/-86.8075	'University of Alabama at Birmingham'@en
	cluster_0_0_3_6_11_74_380	member	QNIHPER1895501	@40.7625/-73.955555555556	'The Rockefeller University'@en
	cluster_0_0_2_3_22_129_391	member	QNIHPER1895519	@40.914224/-73.11623	'Stony Brook University'@en
	cluster_0_0_2_3_22_129_391	member	QNIHPER8798211	@35.08389/-106.61861	'University of New Mexico'@en
	cluster_0_0_3_6_7_2_2378	member	QNIHPER1896156	@40.73/-73.995	'New York University'@en
	cluster_0_0_3_6_7_2_843	member	QNIHPER1911027	@40.73/-73.995	'New York University'@en
	cluster_0_0_3_6_7_21_1856	member	QNIHPER1896194	@41.504/-81.608	'Case Western Reserve University'@en
	cluster_0_0_3_6_7_21_1856	member	QNIHPER9471964	@41.504/-81.608	'Case Western Reserve University'@en
	cluster_0_0_2_2_14_112_322	member	QNIHPER1897218	@42.276944444444/-83.738055555556	'University of Michigan'@en
	cluster_0_0_3_6_11_35_169	member	QNIHPER1950693	@32.881/-117.238	'University of California, San Diego'@en
	cluster_0_0_2_2_9_125_1126	member	QNIHPER1897677	@39.32888888888889/-76.62055555555555	'Johns Hopkins University'@en
	cluster_0_0_2_2_9_125_1126	member	QNIHPER8245037	@31.9075/34.809166666667	'Weizmann Institute of Science'@en
	cluster_0_0_2_3_23_51_437	member	QNIHPER1898086	@42.335743/-71.105138	'Harvard Medical School'@en
	cluster_0_0_3_6_21_33_1184	member	QNIHPER1898338	@42.374443888889/-71.116943888889	'Harvard University'@en
	cluster_0_0_3_6_21_33_1184	member	QNIHPER1964871	@37.763319444444/-122.45853888889	'University of California, San Francisco'@en
	cluster_0_0_3_5_15_119_1749	member	QNIHPER1898655	@38.900833333333/-77.050833333333	'George Washington University'@en
	cluster_0_0_3_5_15_119_1662	member	QNIHPER1967836	@38.9975/-77.10194444444444	'National Institutes of Health'@en
	cluster_0_0_2_2_9_101_898	member	QNIHPER1898754	@29.506/-98.576	'University of Texas Health Science Center at San Antonio'@en
	cluster_0_0_2_2_9_101_401	member	QNIHPER6835786	@29.357071/-98.521052	'South Texas Veterans Health Care System'@en
	cluster_0_0_3_6_21_33_1189	member	QNIHPER1898766	@42.3496/-71.0997	'Boston University'@en
	cluster_0_0_3_6_21_33_1189	member	QNIHPER6409370	@38.0334/-84.5104	'University of Kentucky College of Medicine'@en
	cluster_0_0_3_6_7_2_1905	member	QNIHPER1898879	@37.763319444444/-122.45853888889	'University of California, San Francisco'@en
	cluster_0_0_3_6_7_2_1975	member	QNIHPER2089486	@37.763319444444/-122.45853888889	'University of California, San Francisco'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER1898908	@39.953885/-75.193048	'University of Pennsylvania'@en
	cluster_0_0_3_6_7_21_2295	member	QNIHPER1899018	@41.311111111111/-72.926666666667	'Yale University'@en
	cluster_0_0_3_6_7_21_2295	member	QNIHPER9851890	@22.319713888889/87.309963888889	'Indian Institute of Technology Kharagpur'@en
	cluster_0_0_2_2_9_125_787	member	QNIHPER1899083	@40.444565/-79.953274	'University of Pittsburgh'@en
	cluster_0_0_2_2_9_125_787	member	QNIHPER8881781	@38.54/-121.75	'University of California, Davis'@en
	cluster_0_0_3_6_21_40_1238	member	QNIHPER1899212	@39.775555555556/-86.176666666667	'Indiana University School of Medicine'@en
	cluster_0_0_2_3_24_124_87	member	QNIHPER1899386	@42.338/-71.1072	'Dana–Farber Cancer Institute'@en
	cluster_0_0_2_3_24_124_87	member	QNIHPER1961762	@40.444565/-79.953274	'University of Pittsburgh'@en
	cluster_0_0_2_3_24_124_87	member	QNIHPER6797506	@42.3373/-71.106	'Boston Children\'s Hospital'@en
	cluster_0_0_2_3_23_51_437	member	QNIHPER9248246	@42.362805555556/-71.068630555556	'Massachusetts General Hospital'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER1899521	@37.4282293/-122.1688576	'Stanford University'@en
	cluster_0_0_3_6_21_77_1397	member	QNIHPER1899551	@42.3496/-71.0997	'Boston University'@en
	cluster_0_0_3_6_21_77_1397	member	QNIHPER7244327	@37.763319444444/-122.45853888889	'University of California, San Francisco'@en
	cluster_0_0_2_2_9_145_1311	member	QNIHPER9869042	@37.87/-122.259	'University of California, Berkeley'@en
	cluster_0_0_2_2_9_125_787	member	QNIHPER1900574	@37.87/-122.259	'University of California, Berkeley'@en
	cluster_0_0_3_6_7_21_740	member	QNIHPER1900844	@38.033333333333/-84.5	'University of Kentucky'@en
	cluster_0_0_3_6_7_21_2017	member	QNIHPER8849885	@38.033333333333/-84.5	'University of Kentucky'@en
	cluster_0_0_3_6_7_21_2017	member	QNIHPER1906318	@38.033333333333/-84.5	'University of Kentucky'@en
	cluster_0_0_3_6_7_13_53	member	QNIHPER7747092	@39.132/-84.5155	'University of Cincinnati'@en
	cluster_0_0_3_6_7_13_53	member	QNIHPER8770873	@39.2989/-76.5942	'Johns Hopkins School of Medicine'@en
	cluster_0_0_2_2_14_112_374	member	QNIHPER1900868	@37.43444444/-122.17611111	'Stanford University School of Medicine'@en
	cluster_0_0_2_2_14_112_374	member	QNIHPER7578289	@34.41254/-119.84813	'University of California, Santa Barbara'@en
	cluster_0_0_2_3_23_60_463	member	QNIHPER1901077	@40.443322/-79.943583	'Carnegie Mellon University'@en
	cluster_0_0_2_2_14_146_961	member	QNIHPER1901148	@32.754298/-117.165447	'University of California San Diego Medical Center'@en
	cluster_0_0_2_2_14_146_1794	member	QNIHPER7750442	@32.881/-117.238	'University of California, San Diego'@en
	cluster_0_0_2_2_14_112_649	member	QNIHPER1901150	@29.64833/-82.34944	'University of Florida'@en
	cluster_0_0_2_2_14_112_649	member	QNIHPER2238169	@29.64833/-82.34944	'University of Florida'@en
	cluster_0_0_2_2_14_112_649	member	QNIHPER8829634	@46.343224/-119.276333	'Pacific Northwest National Laboratory'@en
	cluster_0_0_2_2_9_125_787	member	QNIHPER1901442	@40/-83.0125	'Ohio State University'@en
	cluster_0_0_2_2_9_125_787	member	QNIHPER2167001	@37.763319444444/-122.45853888889	'University of California, San Francisco'@en
	cluster_0_0_2_2_9_125_787	member	QNIHPER8203706	@37.78227778/-122.50486111	'San Francisco VA Medical Center'@en
	cluster_0_0_2_3_24_124_1918	member	QNIHPER6214835	@41.311111111111/-72.926666666667	'Yale University'@en
	cluster_0_0_3_6_11_102_1932	member	QNIHPER1901543	@34.053/-117.261	'Loma Linda University'@en
	cluster_0_0_3_6_11_102_811	member	QNIHPER6580438	@39.545833333333/-119.81666666667	'University of Nevada, Reno'@en
	cluster_0_0_2_3_22_120_193	member	QNIHPER1901613	@40.501666666667/-74.448055555556	'Rutgers University'@en
	cluster_0_0_2_3_22_129_1039	member	QNIHPER1901672	@42.362805555556/-71.068630555556	'Massachusetts General Hospital'@en
	cluster_0_0_2_3_22_129_1952	member	QNIHPER1908959	@42.35982/-71.09211	'Massachusetts Institute of Technology'@en
	cluster_0_0_2_3_22_129_1952	member	QNIHPER8128241	@42.362805555556/-71.068630555556	'Massachusetts General Hospital'@en
	cluster_0_0_2_3_23_69_1917	member	QNIHPER1901765	@38.033333333333/-84.5	'University of Kentucky'@en
	cluster_0_0_2_3_23_69_282	member	QNIHPER1922021	@47.65416666666667/-122.30805555555555	'University of Washington'@en
	cluster_0_0_2_3_23_69_282	member	QNIHPER7353657	@38.033333333333/-84.5	'University of Kentucky'@en
	cluster_0_0_2_3_23_69_282	member	QNIHPER2212695	@38.033333333333/-84.5	'University of Kentucky'@en
	cluster_0_0_2_2_14_146_1794	member	QNIHPER1902006	@28.6016/-81.2005	'University of Central Florida'@en
	cluster_0_0_3_6_7_31_225	member	QNIHPER1902248	@40.7641/-73.9568	'Memorial Sloan Kettering Cancer Center'@en
	cluster_0_0_2_2_9_125_1126	member	QNIHPER1903001	@43.128333/-77.628333	'University of Rochester'@en
	cluster_0_0_2_2_9_125_1126	member	QNIHPER7014512	@43.128333/-77.628333	'University of Rochester'@en
	cluster_0_0_3_6_11_74_871	member	QNIHPER1903016	@40.7421/-73.9744	'New York University School of Medicine'@en
	cluster_0_0_3_6_11_74_307	member	QNIHPER6802430	@40.7421/-73.9744	'New York University School of Medicine'@en
	cluster_0_0_3_5_28_54_1467	member	QNIHPER1903022	@36.148649/-86.804972	'Vanderbilt University'@en
	cluster_0_0_3_5_28_54_1467	member	QNIHPER1920662	@36.148649/-86.804972	'Vanderbilt University'@en
	cluster_0_0_2_2_9_125_1126	member	QNIHPER1903167	@40.7392/-74.1901	'New Jersey Medical School'@en
	cluster_0_0_2_2_9_125_1126	member	QNIHPER6714120	@40.7392/-74.1901	'New Jersey Medical School'@en
	cluster_0_0_2_2_14_8_1227	member	QNIHPER6274976	@42.34/-71.08833333333334	'Northeastern University'@en
	cluster_0_0_2_2_9_125_1126	member	QNIHPER1903442	@29.64833/-82.34944	'University of Florida'@en
	cluster_0_0_2_2_9_125_1126	member	QNIHPER8769375	@29.64833/-82.34944	'University of Florida'@en
	cluster_0_0_3_5_30_39_620	member	QNIHPER1904114	@51.511944444444/-0.11611111111111	'King\'s College London'@en
	cluster_0_0_3_5_30_39_620	member	QNIHPER8045350	@34.07222222222222/-118.44416666666666	'University of California, Los Angeles'@en
	cluster_0_0_3_6_7_13_1976	member	QNIHPER6668401	@47.6277525/-122.33067301841714	'Fred Hutchinson Cancer Research Center'@en
	cluster_0_0_2_3_22_129_1039	member	QNIHPER1906026	@39.7743/-86.1764	'Indiana University – Purdue University Indianapolis'@en
	cluster_0_0_2_3_22_129_1952	member	QNIHPER1959346	@39.775555555556/-86.176666666667	'Indiana University School of Medicine'@en
	cluster_0_0_2_2_9_125_787	member	QNIHPER1906928	@42.276944444444/-83.738055555556	'University of Michigan'@en
	cluster_0_0_2_2_9_125_787	member	QNIHPER77802713	@42.276944444444/-83.738055555556	'University of Michigan'@en
	cluster_0_0_2_2_14_146_961	member	QNIHPER1907249	@34.021667/-118.285278	'University of Southern California'@en
	cluster_0_0_2_2_14_146_1794	member	QNIHPER1921163	@34.061285/-118.205497	'Keck School of Medicine'@en
